"operational_day","estimated_avoidable_deaths","SWASFT_(SWASFT) Number of HCP Incidents","SevernSide_(Severnside) Calls Answered","BRI_Number of Admissions","NBT_Number of Admissions","WGH_Number of Admissions","Sirona - Bristol_DtA P1 TOTAL (BOOKED AND UNBOOKED) Waiting for capacity and medically fit, and in any setting (acute and non-acute)","Sirona - NS_DtA P1 TOTAL (BOOKED AND UNBOOKED) Waiting for capacity and medically fit, and in any setting (acute and non-acute)","Sirona - SG_DtA P1 TOTAL (BOOKED AND UNBOOKED) Waiting for capacity and medically fit, and in any setting (acute and non-acute)","Sirona - NS_DtA P2 TOTAL BOOKED AND UN-BOOKED Waiting for capacity, medically fit and ready to leave ACUTE","Sirona - SG_DtA P2 TOTAL BOOKED AND UN-BOOKED Waiting for capacity, medically fit and ready to leave ACUTE","Sirona - Bristol_DtA P3 TOTAL (BOOKED AND UNBOOKED) Waiting for capacity and medically fit and in any setting (acute and transitional bed)","Sirona - NS_DtA P3 TOTAL (BOOKED AND UNBOOKED) Waiting for capacity and medically fit and in any setting (acute and transitional bed)","Sirona - SG_DtA P3 TOTAL (BOOKED AND UNBOOKED) Waiting for capacity and medically fit and in any setting (acute and transitional bed)","BRI_G&A Bed occupancy","NBT_G&A Bed occupancy","WGH_G&A Bed occupancy","North Bristol NHS Trust_Ambulance Queue","Bristol Royal Infirmary_Cohorting & Reverse Queue","North Bristol NHS Trust_Cohorting & Reverse Queue","Bristol Royal Hospital for Children_Total Breaches Since Midnight","Bristol Royal Infirmary_Total Breaches Since Midnight","North Bristol NHS Trust_Total Breaches Since Midnight","Weston_Total Breaches Since Midnight","Bristol Royal Infirmary_Ambulance Queue","Weston_Cohorting & Reverse Queue","Bristol Royal Hospital for Children_Ambulance Handovers 60mins (Since Midnight)","Bristol Royal Infirmary_Ambulance Handovers 60mins (Since Midnight)","Weston_Ambulance Handovers 60mins (Since Midnight)","Bristol Royal Hospital for Children_Handover to Clear 60mins (Since Midnight)","Bristol Royal Infirmary_Handover to Clear 60mins (Since Midnight)","Weston_Handover to Clear 60mins (Since Midnight)","NHS Bristol, North Somerset, South Gloucestershire Integrated Care Board_OPEL","North Bristol NHS Trust_Ambulance Handovers 60mins (Since Midnight)","NHS Bristol, North Somerset, South Gloucestershire Integrated Care Board_Category 1 - BNSSG Mean Response (Since Midnight)","NHS Bristol, North Somerset, South Gloucestershire Integrated Care Board_Category 2 - BNSSG Mean Response (Since Midnight)","NHS Bristol, North Somerset, South Gloucestershire Integrated Care Board_Category 3 - BNSSG Mean Response (Since Midnight)","North Bristol NHS Trust_Handover to Clear 60mins (Since Midnight)","BNSSG Adult Health Community Services_OPEL","Bristol Royal Infirmary_OPEL","North Bristol NHS Trust_OPEL","SevernSide Integrated Urgent Care System_OPEL","Weston_OPEL","NHS Bristol, North Somerset, South Gloucestershire Integrated Care Board_Category 4 - BNSSG Mean Response (Since Midnight)","SevernSide Integrated Urgent Care System_Number of Cases on IUC CAS Queue","Sirona - Total_NBT NCtR >= 65 years old","Sirona - Total_NBT NCtR Beddays","Sirona - Total_NBT NCtR Patients","Sirona - Total_NBT P1 NCtR Patients","Sirona - Total_NBT P2 NCtR Patients","Sirona - Total_NBT P3 NCtR Patients","Bristol Royal Infirmary_% of patients spending >12 hours in ED","Weston_% of patients spending >12 hours in ED","Bristol Royal Infirmary_Aggregated NHSE OPEL Score","Weston_Aggregated NHSE OPEL Score","Bristol Royal Infirmary_Automated OPEL","Weston_Automated OPEL","Bristol Royal Infirmary_Majors and resuscitation occupancy (adult)","Weston_Majors and resuscitation occupancy (adult)","ICU_admissions"
2024-04-04,0.906248167968102,69,748,224,208,63,38,11,21,14,20,12,11,10,683,929,282,1.96815201391677,6.3928364333824,4.04032294036308,3.89850746268657,9.03338061465721,19.4439537891967,8.16755793226381,0.792988090458985,4.96166328600406,0.0756501182033097,1.52620545073375,0,0,0,0,3,2.17636825906597,640.31807841563,2543.20768098488,6474.41197793538,0.0591016548463358,2.9,3,4,2.8,3.8,3120.90909090909,43.8888888888889,199.7,2738.8,244.2,31.4,40.2,34.5,11.3165618448637,35.7190775681342,26.7610062893082,24.8092243186583,3,3,61.5555555555556,34.7358490566038,0
2024-04-05,1.42182355452547,53,825,196,203,82,30,10,23,13,25,13,12,10,662,908,276,1.90566037735849,6.43396226415094,3.81132075471698,3.13582089552239,7.12,14.3584905660377,8.37789661319073,0.886792452830188,5.31034482758621,0,0.716981132075472,0,0,0,0,3,0.320754716981132,651.509433962264,2572.16981132075,6636.26666666667,0,3,3,4,3,4,3197.45454545455,44,202,2777,248,31,41,35,11.9811320754717,39.4339622641509,26.9811320754717,24.6603773584906,3,3,63,37.4528301886793,0
2024-04-06,0.702764149034042,37,1457,133,122,50,41,11,30,15,19,14,10,12,637,905,276,1.89473684210526,4.32258064516129,4.2,2.37313432835821,21.4473684210526,41.4,8.58823529411764,0.1875,4.29230769230769,0,2.57291666666667,0.260416666666667,0,0,0,3,9.08333333333334,536.126315789474,1770.17204301075,4512.56179775281,0.40625,3,3,3,3.33333333333333,3,3274,107.666666666667,211,2864,254,31,35,36,8.3125,45.125,25.9375,24,3,3,65.25,50,0
2024-04-07,0.843740097423274,23,1276,124,100,40,44,11,29,16,20,11,10,12,653,912,286,0.958333333333333,4.07058823529412,2.84375,4.79487179487179,44.3098591549296,33.875,13.2777777777778,0.260416666666667,3.73333333333333,0,2.10416666666667,0.4375,0,0,0,3,0.8125,553.072916666667,1939.52127659574,4838.15555555556,0,3,3,3,3.66666666666667,3,12236.4333333333,285,206,2947,241,32,30,38,0.8125,27.5625,29.625,23.8125,3,3,73.5,53.5625,0
2024-04-08,1.15144730491065,59,860,210,190,75,47,9,18,17,21,10,6,12,668,908,288,1.51063829787234,4.21875,3.76595744680851,1.39655172413793,40.6621621621621,35.8723404255319,5.54545454545454,1.5625,5.85416666666667,0.145833333333333,10.3541666666667,3.13541666666667,0,0,0,3,1.78125,511.178947368421,1914.17894736842,3734.44578313253,0.510416666666667,3,4,3,4,4,23218,202.75,202,3123,236,33,28,38,1.125,43.5625,28.375,23.9375,3,3,69.25,69,0
2024-04-09,1.06615978936301,45,825,209,221,66,39,11,22,14,17,10,8,12,675,911,283,2.27083333333333,6.76041666666667,4.29166666666667,2.90540540540541,41.75,36.1354166666667,12.6923076923077,0.75,5.08536585365854,0,9.41666666666667,4.21875,0,0,0,3,2.625,568.703296703297,3338.55294117647,6265.98780487805,0.40625,3,4,3,4,4,16438.4444444444,23.6666666666667,193,2825,225,34,29,37,5.25,46.5625,28.5,27.4375,2.8125,3,76,69,0
2024-04-10,0.748933223653044,74,704,208,186,81,42,6,26,16,19,9,7,11,670,920,283,1.875,2.83333333333333,5.25,7.83018867924528,25.3291139240506,33.6666666666667,9.05263157894737,0,3.19230769230769,0.635416666666667,2.4375,3.4375,0,0,0,3,0.125,550.4,1836.57894736842,5723.91954022989,0,3,3,3.25,2.5,3,9658.88888888889,21.5,198,2604,228,41,38,30,1.625,43.9375,22.75,25.5625,2.1875,3,57.375,59.625,0
2024-04-11,0.75770470726854,69,703,203,202,72,50,19,25,15,15,7,8,11,660,924,275,2.02105263157895,7.15625,4.33684210526316,3.50684931506849,17.5466666666667,34.2315789473684,10.1935483870968,0.177083333333333,2.28947368421053,0,0.572916666666666,0.09375,0,0,0,3,6.33333333333333,465.127659574468,1928.10752688172,3305.90476190476,0,3,4,3.5,1,3,2879.33333333333,21.3333333333333,202,2713,238,42,44,31,2.4375,20.125,26,27.25,3,3,40.125,21.25,0
2024-04-12,0.638162790971343,67,804,205,189,56,52,17,23,14,16,11,9,9,634,881,275,1.48958333333333,6.34375,4.0625,3.04255319148936,20.6142857142857,28.375,12.7948717948718,0.739583333333334,2.72272324068598,0,4.6875,0,0,0,0,3,2.88541666666667,408.204301075269,1472.0989010989,2783.06976744186,0,3,3,3,1,2,4513.05882352941,11,189,2568,224,37,44,28,11.3125,11.625,25.4375,22.875,3,2.8125,70.25,27.625,0
2024-04-13,0.553973864172319,39,1321,136,138,49,41,17,20,14,16,11,9,9,630,884,275,1.01041666666667,5.05263157894737,2.9375,6.02564102564103,25.8055555555556,25.1770833333333,13.2727272727273,0.09375,3.15597279716144,0,4.0625,0.03125,0,0,0,3,0.84375,511.673913043478,1369.68421052632,5661.77777777778,0,3,3,2,1,2,5617.72340425532,78.25,198,2468,241,36,51,26,3.25,10.5625,23.5625,19.125,3,2.1875,67.75,14.125,0
2024-04-14,0.459607811678922,37,1107,122,104,35,35,16,26,14,19,10,9,9,644,905,275,1.08333333333333,2.77906976744186,1.65625,4.43874643874644,31.7746478873239,24.78125,14.125,0.385416666666666,3.5892223536369,0,0.302083333333333,0.395833333333333,0,0.302083333333333,0,3,0.833333333333333,528.425531914894,1249.8,4014.48936170213,0,3,3,3,1,2,4428.62264150943,195,199,2556,239,47,49,25,0.375,15.8125,25.25,23.625,2.8125,2.8125,69.5,22.5625,0
2024-04-15,0.839181683916408,55,828,226,221,61,50,12,24,16,19,10,9,9,650,933,280,1.3125,4.96875,3.375,2.85185185185185,40.6176470588235,28.0729166666667,7.82051282051282,1.44791666666667,4.02247191011236,0,7.64583333333334,0.333333333333333,0.28125,0,0,3,2.89583333333333,489.915789473684,1319.06315789474,3843.79120879121,0,2,4,3,1,3,1627.5,105.25,196,2720,232,50,50,25,2.1875,29.5,23.6875,22.375,2.1875,2.1875,69.1875,39.125,0
2024-04-16,0.920316295713532,57,754,210,219,63,47,18,21,18,19,14,10,12,673,940,282,1.87234042553191,7.22916666666667,4.34042553191489,2.08064516129032,27.9154929577465,30.2553191489362,4.94444444444445,0.552083333333334,3.85454545454545,0,10.7473684210526,0,0,0,0,3,1.90526315789474,449.333333333333,1929.51648351648,3501.98863636364,0,3,3,4,1,3,4317.21568627451,13.6666666666667,196.75,2745.625,232.375,49.75,48.875,26.875,4.5,37.3125,30.4375,24.1875,3,3,89.8125,44,0
2024-04-17,0.922707096663734,77,738,235,217,76,49,19,22,17,14,13,10,14,672,938,284,1.5625,6.73958333333333,4.32291666666667,3.79166666666667,18.7222222222222,27.65625,11.875,2.59375,4.42028985507246,0,7.54166666666667,0.8125,0,0,0,3,2.8125,444.927083333333,1423.65591397849,2940.70114942529,0,3,4,3,2,3,2150.14035087719,14,197.5,2771.25,232.75,49.5,47.75,28.75,9.5,41.6875,27.25,24.4375,3,2.8125,63.75,39.3125,0
2024-04-18,0.493987016830498,72,697,211,213,90,53,19,23,12,14,13,9,13,680,931,283,1.19791666666667,4.70526315789474,3.53125,4.73913043478261,29.027397260274,29.4479166666667,15.5365853658537,0.302083333333333,3.80555555555556,0,6.63541666666666,0.822916666666667,0,0,0,3,0.989583333333333,565.703296703297,1507.72631578947,4139.87951807229,0,3,3,3,3,3,3228.15384615385,14.6666666666667,198.25,2796.875,233.125,49.25,46.625,30.625,2.4375,33.5625,24,22.1875,3,2.1875,67,22.5625,0
2024-04-19,0.477990602532768,62,741,226,216,62,48,12,25,18,15,19,7,12,655,924,274,1.02083333333333,4.74025974025974,1.90625,8.46153846153846,28.625,25.8854166666667,11.1538461538461,0.0520833333333333,2.04,0,0.479166666666666,1.13541666666667,0,0,0,2,0.708333333333333,365.276595744681,1555.31578947368,3510.34482758621,0.489583333333334,3,3,3,1,3,4975.93975903614,16.6666666666667,199,2822.5,233.5,49,45.5,32.5,0,23.375,24,23.5625,3,3,64.5625,36.6875,0
2024-04-20,0.369825131591774,42,1140,130,131,36,46,15,28,17,15,20,6,14,653,922,273,1.15625,3.07142857142857,4.16666666666667,4.92063492063492,22.5194805194805,42.34375,10.906976744186,0.0208333333333333,1,0,0,0.307692307692308,0,0,0,2,0.571428571428571,415.855555555556,1392.44444444444,4089.18604651163,0.428571428571429,3,2,3,1.75,2,4340.55,60.25,199.75,2848.125,233.875,48.75,44.375,34.375,0,23.3125,23.0625,25.8125,2.8125,3,51.75,29.875,0
2024-04-21,0.654462257555628,36,1103,148,95,39,48,9,30,17,16,17,6,14,662,929,275,1.8125,2.63157894736842,4.45833333333333,6.84905660377358,26.8219178082192,35.4375,8.32558139534884,0.395833333333333,1.9,0.0833333333333334,2.92708333333333,0,0,0,0,2,2.48958333333333,405.526315789474,1785.92708333333,4445.98863636364,0,3,3,3,2.5,2,5239,128.2,200.5,2873.75,234.25,48.5,43.25,36.25,0.375,13,20.125,24.4375,2.1875,2.8125,42.75,21.4375,0
2024-04-22,1.04419859443581,58,791,236,223,82,56,7,28,17,17,14,6,12,688,944,282,1.29787234042553,6.69473684210527,5,1.98611111111111,48.4833333333333,45.968085106383,14.6153846153846,1.65263157894737,2.53846153846154,0.78125,9.35416666666667,0,0,0,0,2,3.63541666666667,463.705263157895,1599.11458333333,3704.07291666667,0,3,3,4,3,3,1527.53846153846,88.25,201.25,2899.375,234.625,48.25,42.125,38.125,4.14736842105263,6.4421052631579,25.5368421052632,22.3578947368421,3,2.17894736842105,49.7578947368421,11.7263157894737,0
2024-04-23,0.874885955488847,66,747,196,217,93,45,19,30,16,15,17,8,12,689,942,276,2.44791666666667,5.88541666666667,5.02083333333333,5.04347826086957,21.8666666666667,42.7291666666667,12.0625,0.375,4.25490196078431,0,2.03125,1.08333333333333,0,0,0.302083333333333,3,4.30208333333333,503.831578947368,1376.36170212766,5066.67441860465,0.239583333333333,3,3,4,3,2,1771.57971014493,15,202,2925,235,48,41,40,12.875,36,27.625,24,3,3,67.75,36.6875,4000
2024-04-24,0.882159312377832,51,759,230,196,64,42,23,28,16,16,17,10,13,688,923,275,1.75789473684211,5.4375,4.57894736842105,4.98630136986301,48.95,27.7894736842105,6.8974358974359,1.32291666666667,2.60377358490566,0,3.40625,0,0,0,0,3,4.17708333333333,496.606382978723,1177.51578947368,4020.67415730337,0,3,3,3,3,2,2467.5,20,200,2881,238,48,43,38,7.25,36.375,26,23.625,3,2.8125,73.25,34.5625,4000
2024-04-25,0.545380374754598,72,750,231,241,75,48,24,33,16,14,13,13,14,693,940,275,1.15625,4.36458333333333,3.26041666666667,11.5681818181818,28.6301369863014,36.9895833333333,14.2391304347826,0.15625,2.91176470588235,0,1.51041666666667,0.0729166666666667,0,0,0,3,5.16666666666667,471.458333333333,1687.43157894737,4647.53571428571,0.416666666666666,3,3,3,3,2,2514.96,16.6666666666667,192,2805,232,48,42,38,3.25,33.3125,26.375,22.375,3,2.1875,80,44.1875,4000
2024-04-26,0.692091608433379,73,803,224,161,79,44,22,36,19,15,14,15,13,671,902,274,0.791666666666667,8.1875,1.58333333333333,4.47826086956522,30.3478260869565,27,13.6410256410256,2.09375,3.12765957446809,0,10.1875,0.708333333333333,0,0,0.291666666666667,2,0.895833333333333,702.537634408602,1458.06315789474,3623.12903225806,0,3,3,3,1,2,2030.91836734694,23,205,2768,244,48,41,35,0.75,15.25,28.375,24.375,3,3,72.4375,20.125,4000
2024-04-27,0.800415781253325,55,1421,135,132,66,39,31,27,22,18,16,15,16,660,899,274,0.822916666666667,5.89583333333333,3.45833333333333,6.19642857142857,36,27.34375,6.63513513513514,1.85416666666667,2.84444444444444,0,15.09375,0,0,0.177083333333333,0,2.5,0.21875,510.242105263158,2112.32978723404,5031.32142857143,0.197916666666667,2.66666666666667,3,3,3,2,3802.2,86.6666666666667,199,2724,238,56,42,34,4.1875,21.25,30.5625,24.5,3,2.8125,92.8125,21.4375,4000
2024-04-28,0.715802901595101,50,1235,133,111,49,39,21,37,21,18,14,14,16,680,916,281,1.82291666666667,6.38541666666667,4.08333333333333,3.26086956521739,42.3676470588235,36.8541666666667,9.28888888888889,0.239583333333333,2.39130434782609,0,6.02083333333333,0.229166666666667,0,0,0,3,5.16666666666667,433.63440860215,1917.26041666667,5708.56043956044,0.322916666666667,2.33333333333333,3,3,4,2,5701.7037037037,264.75,183,2776,223,56,39,34,4.8125,8.5625,31.875,18.75,3,2,74.3125,12,4000
2024-04-29,1.04434287026951,88,757,229,205,61,37,19,21,22,18,14,14,16,692,918,283,1,8.22916666666667,2.8125,8.11538461538462,28.7567567567568,30.90625,7.54545454545454,0.40625,4.31460674157304,0,1.91666666666667,1.9375,0.145833333333333,0,0,3,0.40625,470.365591397849,1573.30526315789,4595.80722891566,0,2,4,3,4,3,8194.2,239,181,2953,222,53,39,34,4.5625,27.9375,26.0625,22.5625,2.8125,2.1875,55.6875,41.375,4000
2024-04-30,1.02004207000482,70,723,246,232,89,35,15,27,21,15,13,14,17,683,923,284,1.4375,8.6875,4.72916666666667,10.1538461538462,21.3,38.8958333333333,15.3333333333333,1.97916666666667,5.41666666666667,0,4.96875,5.3125,0.875,0,0,3,1.67708333333333,413.315789473684,1566.5625,5415.18390804598,0.0208333333333334,2,4,3,3,4,11772.0526315789,17,190,2891,232,48,36,33,7.9375,45.75,23.125,25.5625,2.1875,3,65.25,54.875,0
2024-05-01,0.903693498601294,43,723,222,209,80,36,17,30,20,14,11,17,16,681,915,285,0.979166666666667,8.46875,2.33333333333333,4.87878787878788,21.1052631578947,29.5416666666667,8.27027027027027,0.822916666666667,4.92592592592593,0,3.36458333333333,2.09375,0.40625,0,0.34375,3,1.73958333333333,510.273684210526,1747.78947368421,5420.475,0.739583333333333,2,4,3,1,4,9712.02631578947,34,181,2671,219,47,34,31,10.125,48.25,27.25,27.0625,3,3,68.0625,48.875,0
2024-05-02,0.428387998721263,56,686,193,235,66,31,18,29,19,13,7,18,16,673,920,288,1.90625,7.09375,4.33333333333333,6.72727272727273,22.2,38,10.6756756756757,0.270833333333333,4.76923076923077,0,2.85416666666667,0.447916666666666,0,0,0,3,2.5,553.770833333333,1556.07368421053,4643.19540229885,0,2,3,3,3,3,7652,21,181,2560,215,39,31,29,2.5625,40.5,24.75,23.1875,3,3,42.6875,41.5625,0
2024-05-03,0.596065179933605,71,810,198,243,46,31,19,32,20,14,6,17,14,595,919,287,2.9375,5.25,5.36458333333333,12.3953488372093,32.3026315789474,50.8020833333333,7.05405405405406,1.41666666666667,2.88235294117647,0,7,0.106382978723404,0,0,0,3,5.72340425531915,540.155555555556,1581.34782608696,5479.58024691358,0,3,3,4,2,3,14230.6666666667,24,177,2472,207,43,30,26,5,20.8125,27.8125,24.1875,3,3,63,35.6875,0
2024-05-04,0.260246214548849,51,1161,140,112,59,29,23,42,21,14,7,15,16,605,890,286,2.39583333333333,4.26666666666667,4.23958333333333,12.4642857142857,21.344262295082,50.7291666666667,10.9354838709677,0.0352941176470588,2.25,0,4.44791666666667,0,0,0,0,3,4.16666666666667,506.926315789474,2237.90526315789,7888.5125,0,2.75,3,4,3,3,20809.3333333333,66.75,171.75,2499,202,40.25,29.5,25.5,3.94117647058824,15.764705882353,25.0941176470588,24.3647058823529,2.78823529411765,2.78823529411765,54.1058823529412,45.4117647058824,0
2024-05-05,0.371250252212061,47,1377,141,109,67,27,20,29,20,14,7,10,16,611,910,293,1.78125,2.24193548387097,3.3125,4.01492537313433,19.8918918918919,47.5729166666667,8.23076923076923,0.65625,2.91935483870968,0,1.1875,0,0,0,0,3,2.66666666666667,513.09375,2541.77894736842,7962.6875,0,2.5,3,3,4,3,27388,172.8,166.5,2526,197,37.5,29,25,0.1875,4.125,19.125,23.125,2.1875,2.1875,28.875,15.375,0
2024-05-06,0.349460285585031,42,1269,182,111,60,25,18,25,22,16,6,10,16,647,913,293,1.04166666666667,1.79487179487179,2.88541666666667,10.390625,37.1267605633803,52.8958333333333,7.51020408163265,0,3.61818181818182,0,0,0.572916666666666,0.333333333333333,0,0.25,3,2.83333333333333,423,1901.79347826087,6618.82558139535,0.125,2.25,3,3,3.5,3,23904.3,287.25,161.25,2553,192,34.75,28.5,24.5,1,21.8125,23.25,27.4375,2.8125,3,64.5,56,0
2024-05-07,0.808152429960631,75,969,220,150,92,16,13,18,20,15,5,10,16,680,920,291,1.78125,4.67021276595745,3.65625,6.24,38.0972222222222,43.4583333333333,4.82051282051282,0.670212765957446,4.1830985915493,0,2.63541666666667,0.0833333333333333,0.135416666666667,0,0,3,2.83333333333333,453.926315789474,1558.3085106383,4870.44578313253,0.697916666666667,2,3,3,3,4,1875,207.25,156,2580,187,32,28,24,1.72340425531915,25.1595744680851,19.8191489361702,25.5425531914894,2,3,65.031914893617,54.9148936170213,2000
2024-05-08,0.986680389851089,70,889,215,189,78,20,12,14,17,15,5,10,16,692,927,285,1.69473684210526,8.5625,6,12.6744186046512,24.5066666666667,40.6,9.76119402985075,0.802083333333333,3.88333333333333,0,6.55208333333334,1.86458333333333,0,0,0,3,3.88541666666667,494.255319148936,2297.50526315789,7412.275,0,2,3,4,3,4,5147.20930232558,55.6666666666667,166,2503,201,37,28,27,4.625,40.8125,20.3125,27.625,2.1875,3,48.125,48.875,2000
2024-05-09,0.972842001398238,74,864,208,217,71,26,14,19,13,12,9,10,18,677,922,280,1.76041666666667,5.72916666666667,3.77083333333333,10.5641025641026,32.24,37.5625,8.42,0.604166666666667,3.92592592592593,0,9.57291666666667,1.54166666666667,0,0,0,3,4.27083333333333,471.208333333333,2349.28723404255,7053.93103448276,0,2,3,3,2,3,6623.07692307692,22.6666666666667,164,2508,197,45,24,29,3.375,29.4375,25.625,26,3,3,86.5625,41.5625,2000
2024-05-10,0.608275802675037,51,834,194,217,56,25,14,17,15,14,8,9,19,679,901,275,1.98947368421053,6.5,4.89473684210526,7.47297297297297,27.28,41.9157894736842,8.12820512820513,1.03125,3.34090909090909,0.270833333333333,4.07291666666667,0,0,0,0,3,1.82291666666667,499.382978723404,2017.5376344086,7413.86363636364,0,3,3,3,2,3,5589,21.3333333333333,166,2429,208,38,25,28,4.25,35.5,24,25.4375,3,3,65.25,31,2000
2024-05-11,0.245488343063695,47,1140,162,107,52,37,15,21,15,11,8,9,22,683,897,274,1.17894736842105,7.3125,2.37894736842105,10.047619047619,28.1081081081081,42.8105263157895,8.3,1.15625,2.7034632034632,0.0520833333333333,5.10416666666667,0.208333333333333,0,0,0,3,0.770833333333333,602.631578947368,2187.13043478261,11669.32,0,3,3,3,3,2,16055,40.5,174,2556,212.5,43,29,29,1.5625,14.875,24.5625,22.8125,3,2.8125,77.4375,29.875,2000
2024-05-12,0.517285279322513,41,1153,144,92,39,39,13,18,13,11,8,9,21,684,898,274,0.627659574468085,7.94791666666667,2.57446808510638,9.97101449275362,33.3333333333333,33.4255319148936,9.525,3.17708333333333,2.06601731601732,0.677083333333333,14.3333333333333,0,0,0,0,3,0,457.087912087912,3122.98936170213,10734.2771084337,0.375,3,4,3,4,2,26521,164.2,182,2683,217,48,33,30,4.9375,12.625,28.3125,22,3.1875,2,89.5,23.875,2000
2024-05-13,0.52502077662882,62,971,240,193,73,38,17,15,20,11,6,17,21,700,911,274,1.14736842105263,8.13541666666667,4.56842105263158,11.9206349206349,36.5555555555556,41.3789473684211,9.8,3.30208333333333,1.42857142857143,0,16.2291666666667,0,0,0,0.239583333333333,3,0.4375,519.43023255814,2498.13829787234,10195.1323529412,0.40625,2.5,4,3,4,2,18174,165.5,175,2854,210,46,34,30,9.375,20.25,34.1875,22.1875,4,2.1875,96,17.875,2000
2024-05-14,0.526057596947219,56,867,226,217,73,29,13,10,18,9,8,9,20,686,922,275,2.83333333333333,9.34375,15.2916666666667,8.53424657534247,34.6216216216216,56.84375,8,1.17708333333333,2.53125,0.368421052631579,11.6,0.168421052631579,0.157894736842105,0,0,3,6.07368421052631,455.78021978022,2506.54651162791,6647.04545454545,0.0736842105263159,2,4,4,3,2,9827,25.6666666666667,180,2887,219,34,33,29,11,5.875,34.25,22.625,3.8125,2.8125,96,17.6875,0
2024-05-15,0.495498272687149,52,703,195,203,54,36,14,9,20,15,12,7,19,689,903,275,1.19791666666667,8.36458333333333,13.2395833333333,8.36986301369863,26.1666666666667,45.7604166666667,11.5641025641026,0.447916666666666,1.58695652173913,0.40625,5.72916666666667,0,0.40625,0,0,3,2,468.89247311828,2409.38947368421,5169.34722222222,0.40625,3,4,3,3,2,9827,33.6666666666667,167,2897,209,31,33,28,11,16.0625,30.4375,21.5625,3,2.1875,93.5625,35.5625,0
2024-05-16,0.512958948167685,61,776,186,203,82,34,23,12,20,13,10,6,17,684,916,275,0.697916666666667,6.76041666666667,8.41666666666667,3.48484848484849,31.0684931506849,30.3541666666667,8.43333333333333,0.510416666666666,2.8780487804878,0,1.40625,0,0,0,0,3,1.14583333333333,559.709677419355,1436.98947368421,3849.32183908046,0,3,3,3,4,2,9454.17391304348,14,179,2961,221,37,33,30,9.3125,25.9375,26.875,24,2.8125,3,77.5625,29.6875,0
2024-05-17,0.59112155844876,51,806,225,199,62,34,22,18,19,16,10,2,16,669,906,274,0.705263157894736,7.35416666666667,9.38947368421053,8.75555555555555,30.2608695652174,25.6842105263158,4.91071428571429,0.572916666666667,2.83032873806999,0,1.5,0,0,0,0,3,0.15625,414.571428571429,1255.12903225806,2707.79569892473,0,3,4,3,2,3,9081.34782608696,30.6666666666667,181,2885,219,41,36,30,3.3125,27.75,22.9375,23.625,2.1875,2.8125,61.875,47.75,0
2024-05-18,0.292582899389555,35,1329,169,118,49,35,19,13,16,15,12,6,17,677,904,274,0.645833333333333,5.10869565217392,5.28125,7.50684931506849,27.9333333333333,30.0520833333333,11.1,1.77083333333333,2.78260869565217,0.421052631578947,9.02105263157895,0.0842105263157895,0,0,0,3,0.0736842105263159,593.8,1965.90526315789,5509.03529411765,0,3,3,3,4,2,8708.52173913043,110.6,188,2919,231,45,36,33,8.0625,14.625,25.6875,22,2.8125,2,91.3125,34.4375,0
2024-05-19,0.370705218932332,29,1188,135,103,45,37,19,10,15,15,14,6,17,686,903,279,2.49473684210526,5.08333333333333,12.1684210526316,10.5,28.8378378378378,38.6421052631579,14.625,1.61458333333333,3.39130434782609,0.885416666666667,14.25,0,0,0,0,3,5.875,563.553191489362,2295.92708333333,6121.01063829787,0,3,3,3,4,2,6434.09756097561,236.8,180,3027,219,37,33,33,4.375,2.25,22.625,22.375,2.375,2.1875,74.1875,21.25,0
2024-05-20,0.860490761054207,68,905,234,210,81,37,11,7,15,15,11,6,17,694,930,275,0.697916666666667,6.41666666666667,15.5,6.13235294117647,31.4264705882353,39.5,16.7,1.41666666666667,4,0.40625,8.11458333333334,0.6875,0.4375,0,0,3,6.09375,552.536842105263,2170.1170212766,8298.54545454545,0,3,3,3,2,3,6042.41025641026,136.5,178,3216,219,37,34,32,6,16.3125,32.5,24,3.8125,3,80.125,34.5625,0
2024-05-21,0.991210643667865,57,777,226,212,89,37,18,19,14,17,11,9,18,714,930,275,1.05376344086021,8.48958333333333,18.9247311827957,4.2027027027027,19.2424242424242,37.9462365591398,7.15384615384615,0.958333333333333,3.82291666666667,0,3.75,0.239583333333333,0.40625,0,0,3,1.36458333333333,498.747368421053,2172.15789473684,3915.60240963855,0,3,3,3,4,2,7450.4,14.3333333333333,189,3179,226,36,37,39,8.4375,35.75,27.125,23.625,3,2.8125,54.625,46.4375,4000
2024-05-22,0.605956598453808,66,780,210,201,70,34,16,19,13,19,17,8,18,679,944,275,0.968421052631579,3.50561797752809,15.9263157894737,6.98275862068966,21.4594594594595,28.5263157894737,4.625,0.34375,3.9344262295082,0,2.03125,0,0,0.0729166666666666,0,3,0.34375,502.642105263158,1432.94736842105,3473.31111111111,0,3,3,3,3,2,3022.03703703704,26.6666666666667,209,3181,252,33,38,49,16,37.875,30.6875,22.75,3,2.1875,86.5625,29.875,4000
2024-05-23,0.570441524134733,55,761,236,213,79,45,24,18,18,16,12,11,16,693,917,275,0.526881720430107,32.5729166666667,9.73118279569892,7.35897435897436,25.1351351351351,29.5483870967742,4.97826086956522,4.14583333333333,0.46875,0,0,0.0520833333333333,0,0.40625,0,3,1.83333333333333,587.157894736842,1276.12765957447,2919.43617021277,0,3,2,3,3,2,4689,27.3333333333333,211,2956,247,34,44,48,2.4375,34.125,24.25,26,2.8125,3,56.625,30.8125,4000
